Timestamp | Soil_Moisture(%) | Humidity(%) | Temperature(°C) | Light(%)
034758 | 3.11 | 47.10 | 23.76 | 892.00
034808 | 3.87 | 48.57 | 22.91 | 714.00
034818 | 2.36 | 52.42 | 22.40 | 919.00
034828 | 0.00 | 48.23 | 21.06 | 855.00
034838 | 2.21 | 54.36 | 20.57 | 782.00
034848 | 1.40 | 45.68 | 23.90 | 735.00
034858 | 1.83 | 45.46 | 20.14 | 778.00
034908 | 2.69 | 53.32 | 23.34 | 877.00
034918 | 4.43 | 54.24 | 20.03 | 723.00
034928 | 6.18 | 53.10 | 21.46 | 869.00
034938 | 8.27 | 45.94 | 22.53 | 925.00
034948 | 8.81 | 51.82 | 22.71 | 801.00
034958 | 5.76 | 51.96 | 21.17 | 933.00
035008 | 6.36 | 45.80 | 22.86 | 818.00
035018 | 8.53 | 45.03 | 21.54 | 800.00
035028 | 6.16 | 47.11 | 22.43 | 879.00
035038 | 5.66 | 50.70 | 23.84 | 923.00
035048 | 2.70 | 50.95 | 23.23 | 911.00
035058 | 4.04 | 53.00 | 21.03 | 804.00
035108 | 4.20 | 46.39 | 20.44 | 997.00
035118 | 2.56 | 48.14 | 20.00 | 952.00
035128 | 3.24 | 47.44 | 23.87 | 716.00
035138 | 2.94 | 51.53 | 23.08 | 782.00
035148 | 4.36 | 48.25 | 22.12 | 884.00
035158 | 0.97 | 53.97 | 20.44 | 740.00
035208 | 2.62 | 45.37 | 21.54 | 941.00
035218 | 3.81 | 53.51 | 21.60 | 738.00
035228 | 3.03 | 47.46 | 23.00 | 944.00
035238 | 3.30 | 52.86 | 23.39 | 905.00
035248 | 1.54 | 49.30 | 22.64 | 857.00
035258 | 3.21 | 53.82 | 21.11 | 848.00
035308 | 0.29 | 46.74 | 22.42 | 884.00
035318 | 0.00 | 50.91 | 22.56 | 989.00
035328 | 1.74 | 53.32 | 23.90 | 916.00
035338 | 1.76 | 46.22 | 22.71 | 797.00
035348 | 0.31 | 49.19 | 21.26 | 862.00
035358 | 0.97 | 46.80 | 22.09 | 916.00
035408 | 0.00 | 50.90 | 22.37 | 751.00
035418 | 0.00 | 47.95 | 23.80 | 880.00
035428 | 0.00 | 54.63 | 22.37 | 757.00
035438 | 0.00 | 50.35 | 22.89 | 846.00
035448 | 0.00 | 49.96 | 21.22 | 932.00
035458 | 2.50 | 53.70 | 21.01 | 965.00
035508 | 0.00 | 49.86 | 20.79 | 865.00
035518 | 0.00 | 52.69 | 21.51 | 804.00
035528 | 0.00 | 51.88 | 23.24 | 893.00
035538 | 0.00 | 54.92 | 20.53 | 968.00
035548 | 0.14 | 46.00 | 21.07 | 772.00
035558 | 0.00 | 51.80 | 21.50 | 967.00
035608 | 0.31 | 53.37 | 20.23 | 752.00
035618 | 0.00 | 48.74 | 20.74 | 772.00
035628 | 1.63 | 45.35 | 22.97 | 738.00
035638 | 0.27 | 46.73 | 20.12 | 959.00
035648 | 2.47 | 51.85 | 23.52 | 758.00
035658 | 1.83 | 53.14 | 21.62 | 869.00
035708 | 2.42 | 47.03 | 23.85 | 828.00
035718 | 0.00 | 51.52 | 22.91 | 820.00
035728 | 0.00 | 48.28 | 22.11 | 708.00
035738 | 0.00 | 51.63 | 21.99 | 827.00
035748 | 0.00 | 52.82 | 22.11 | 786.00
035758 | 0.00 | 47.64 | 22.92 | 774.00
035808 | 0.00 | 45.94 | 23.67 | 736.00
035818 | 0.00 | 50.91 | 21.51 | 839.00
035828 | 1.83 | 54.44 | 21.24 | 725.00
035838 | 2.25 | 49.46 | 22.03 | 701.00
035848 | 4.39 | 50.45 | 23.29 | 735.00
035858 | 5.09 | 49.93 | 21.38 | 846.00
035908 | 4.72 | 49.17 | 22.53 | 708.00
035918 | 2.66 | 53.12 | 21.95 | 951.00
035928 | 2.51 | 53.88 | 22.14 | 944.00
035938 | 3.32 | 47.05 | 23.54 | 837.00
035948 | 0.89 | 53.18 | 21.61 | 879.00
035958 | 1.59 | 53.33 | 23.39 | 968.00
040008 | 0.00 | 45.47 | 23.56 | 722.00
040018 | 0.66 | 45.04 | 23.72 | 817.00
040028 | 0.87 | 51.23 | 21.17 | 738.00
040038 | 0.00 | 46.11 | 20.60 | 739.00
040048 | 0.00 | 52.68 | 20.24 | 993.00
040058 | 0.00 | 50.12 | 21.48 | 921.00
040108 | 2.40 | 46.55 | 23.21 | 834.00
040118 | 1.97 | 48.29 | 23.06 | 703.00
040128 | 1.49 | 48.49 | 23.31 | 897.00
040138 | 1.71 | 52.35 | 20.46 | 951.00
040148 | 4.11 | 47.37 | 21.77 | 940.00
040158 | 2.88 | 45.75 | 23.76 | 771.00
040208 | 0.68 | 45.68 | 22.62 | 1000.00
040218 | 2.57 | 49.32 | 22.00 | 879.00
040228 | 0.43 | 54.79 | 20.37 | 816.00
040238 | 0.30 | 53.54 | 23.70 | 799.00
040248 | 0.00 | 53.88 | 21.17 | 771.00
040258 | 0.00 | 54.22 | 23.44 | 920.00
040308 | 1.79 | 52.53 | 20.04 | 951.00
040318 | 0.00 | 50.43 | 20.58 | 919.00
040328 | 0.00 | 53.14 | 20.96 | 881.00
040338 | 0.00 | 52.41 | 21.08 | 858.00
040348 | 0.08 | 50.26 | 23.65 | 850.00
040358 | 0.00 | 49.33 | 21.98 | 932.00
040408 | 0.82 | 46.17 | 23.84 | 921.00
040418 | 0.00 | 47.44 | 23.56 | 754.00
040428 | 0.80 | 51.32 | 23.93 | 718.00
040438 | 1.89 | 52.87 | 23.74 | 959.00
040448 | 1.36 | 52.06 | 21.23 | 759.00
040458 | 0.00 | 48.93 | 20.72 | 907.00
040508 | 1.48 | 50.10 | 22.64 | 724.00
040518 | 3.41 | 50.56 | 21.01 | 949.00
040528 | 4.25 | 46.30 | 21.23 | 861.00
040538 | 2.49 | 49.68 | 21.15 | 773.00
040548 | 0.28 | 46.10 | 22.46 | 764.00
040558 | 2.18 | 49.41 | 22.22 | 849.00
040608 | 2.65 | 45.40 | 20.22 | 873.00
040618 | 1.37 | 48.88 | 20.80 | 723.00
040628 | 3.47 | 49.78 | 21.30 | 881.00
040638 | 1.33 | 45.65 | 20.88 | 804.00
040648 | 0.00 | 49.55 | 20.94 | 765.00
040658 | 1.20 | 51.34 | 23.58 | 972.00
040708 | 0.00 | 49.86 | 21.22 | 876.00
040718 | 0.00 | 48.65 | 21.37 | 731.00
040728 | 0.00 | 53.53 | 21.73 | 972.00
040738 | 0.00 | 50.24 | 22.56 | 984.00
040748 | 0.00 | 53.19 | 20.45 | 757.00
040758 | 0.78 | 51.74 | 21.94 | 709.00
040808 | 0.00 | 54.18 | 21.03 | 718.00
040818 | 1.70 | 52.43 | 22.73 | 976.00
040828 | 0.00 | 45.69 | 23.81 | 713.00
040838 | 1.65 | 46.68 | 21.17 | 930.00
040848 | 0.00 | 52.85 | 23.92 | 735.00
040858 | 0.00 | 50.52 | 20.55 | 789.00
040908 | 0.00 | 47.72 | 23.28 | 809.00
040918 | 0.00 | 49.86 | 20.06 | 880.00
040928 | 1.23 | 52.11 | 21.17 | 906.00
040938 | 0.00 | 45.94 | 22.02 | 838.00
040948 | 0.23 | 47.63 | 23.64 | 768.00
040958 | 0.00 | 48.74 | 20.62 | 708.00
041008 | 0.88 | 49.58 | 22.48 | 743.00
041018 | 0.00 | 50.53 | 21.39 | 855.00
041028 | 0.86 | 45.11 | 20.69 | 706.00
041038 | 0.00 | 46.29 | 22.38 | 911.00
041048 | 0.00 | 45.70 | 21.11 | 800.00
041058 | 0.00 | 52.07 | 23.64 | 947.00
041108 | 0.00 | 49.85 | 23.15 | 730.00
041118 | 0.00 | 49.89 | 21.12 | 978.00
041128 | 0.00 | 48.64 | 22.94 | 900.00
041138 | 0.00 | 50.83 | 20.33 | 846.00
041148 | 0.00 | 51.39 | 22.00 | 956.00
041158 | 1.84 | 48.62 | 20.79 | 985.00
041208 | 2.28 | 47.05 | 20.52 | 857.00
041218 | 4.16 | 50.16 | 23.58 | 867.00
041228 | 3.10 | 53.80 | 22.86 | 739.00
041238 | 4.48 | 49.30 | 22.77 | 917.00
041248 | 5.93 | 50.55 | 20.83 | 778.00
041258 | 4.17 | 53.90 | 23.93 | 906.00
041308 | 4.57 | 51.71 | 22.14 | 909.00
041318 | 5.64 | 47.71 | 21.69 | 920.00
041328 | 7.95 | 48.68 | 23.31 | 768.00
041338 | 9.97 | 47.44 | 23.11 | 933.00
041348 | 10.85 | 45.35 | 23.49 | 918.00
041358 | 9.82 | 45.75 | 20.35 | 708.00
041408 | 8.97 | 51.29 | 21.04 | 732.00
041418 | 6.68 | 47.38 | 23.80 | 746.00
041428 | 7.10 | 48.42 | 20.74 | 860.00
041438 | 6.31 | 49.25 | 23.33 | 904.00
041448 | 7.69 | 47.14 | 22.18 | 918.00
041458 | 9.25 | 46.40 | 22.39 | 863.00
041508 | 5.96 | 46.48 | 21.31 | 937.00
041518 | 4.35 | 54.22 | 23.11 | 806.00
041528 | 5.35 | 53.13 | 21.00 | 906.00
041538 | 2.40 | 46.71 | 23.68 | 809.00
041548 | 4.80 | 53.21 | 22.12 | 730.00
041558 | 6.67 | 50.84 | 21.11 | 970.00
041608 | 7.78 | 53.44 | 20.80 | 944.00
041618 | 8.29 | 45.11 | 22.83 | 859.00
041628 | 7.79 | 48.67 | 22.16 | 839.00
041638 | 10.21 | 45.78 | 22.99 | 818.00
041648 | 10.19 | 46.32 | 23.16 | 732.00
041658 | 10.40 | 47.29 | 22.98 | 791.00
041708 | 11.95 | 46.58 | 21.88 | 809.00
041718 | 14.35 | 53.47 | 22.27 | 808.00
041728 | 14.91 | 46.78 | 23.23 | 996.00
041738 | 12.94 | 47.14 | 21.75 | 831.00
041748 | 13.69 | 47.47 | 20.30 | 824.00
041758 | 14.94 | 45.82 | 21.36 | 827.00
041808 | 16.77 | 54.54 | 23.27 | 999.00
041818 | 17.97 | 49.44 | 20.83 | 808.00
041828 | 15.39 | 50.58 | 22.78 | 783.00
041838 | 14.90 | 48.40 | 20.39 | 718.00
041848 | 16.48 | 50.49 | 21.96 | 937.00
041858 | 13.00 | 50.43 | 20.21 | 937.00
041908 | 13.97 | 50.41 | 21.31 | 784.00
041918 | 14.60 | 48.00 | 21.10 | 909.00
041928 | 15.48 | 49.18 | 22.05 | 725.00
041938 | 15.99 | 51.65 | 21.92 | 941.00
041948 | 18.14 | 52.95 | 23.78 | 882.00
041958 | 17.52 | 53.08 | 21.01 | 960.00
042008 | 14.89 | 51.61 | 20.26 | 857.00
042018 | 15.87 | 46.80 | 21.34 | 735.00
042028 | 15.47 | 52.66 | 21.44 | 729.00
042038 | 16.76 | 53.70 | 23.86 | 931.00
042048 | 17.72 | 50.27 | 20.62 | 970.00
042058 | 18.81 | 49.93 | 22.15 | 983.00
042108 | 19.30 | 53.69 | 23.00 | 927.00
042118 | 16.95 | 52.24 | 22.78 | 742.00
042128 | 13.56 | 48.14 | 22.15 | 956.00
042138 | 15.75 | 46.37 | 22.11 | 904.00
042148 | 15.83 | 47.78 | 20.57 | 948.00
042158 | 16.69 | 49.41 | 21.50 | 701.00
042208 | 17.65 | 54.14 | 21.37 | 788.00
042218 | 17.74 | 53.99 | 21.32 | 784.00
042228 | 17.19 | 47.23 | 20.23 | 947.00
042238 | 15.61 | 52.85 | 23.65 | 853.00
042248 | 16.09 | 50.34 | 23.79 | 748.00
042258 | 15.44 | 53.75 | 21.96 | 752.00
042308 | 13.36 | 52.82 | 23.05 | 795.00
042318 | 14.16 | 47.02 | 23.50 | 939.00
042328 | 12.95 | 50.53 | 20.71 | 875.00
042338 | 12.73 | 53.15 | 22.95 | 759.00
042348 | 13.54 | 46.11 | 21.99 | 807.00
042358 | 15.88 | 54.00 | 22.23 | 847.00
042408 | 17.90 | 54.99 | 21.39 | 879.00
042418 | 17.48 | 45.03 | 21.07 | 737.00
042428 | 15.80 | 50.08 | 21.81 | 788.00
042438 | 12.62 | 54.23 | 23.32 | 783.00
042448 | 14.88 | 54.43 | 21.13 | 877.00
042458 | 11.60 | 47.51 | 22.33 | 711.00
042508 | 12.81 | 54.42 | 20.63 | 867.00
042518 | 12.81 | 45.38 | 22.05 | 919.00
042528 | 13.20 | 54.13 | 23.68 | 754.00
042538 | 12.05 | 47.59 | 21.82 | 974.00
042548 | 10.33 | 49.97 | 21.79 | 775.00
042558 | 8.47 | 45.10 | 23.47 | 823.00
042608 | 9.97 | 50.25 | 23.30 | 982.00
042618 | 9.78 | 52.37 | 21.07 | 887.00
042628 | 9.86 | 51.83 | 20.51 | 962.00
042638 | 11.88 | 50.47 | 22.82 | 728.00
042648 | 11.69 | 52.24 | 21.89 | 830.00
042658 | 10.85 | 46.81 | 20.14 | 883.00
042708 | 11.65 | 52.12 | 20.14 | 792.00
042718 | 8.56 | 53.04 | 20.37 | 967.00
042728 | 5.30 | 48.51 | 23.50 | 775.00
042738 | 2.46 | 46.43 | 23.17 | 853.00
042748 | 0.00 | 51.66 | 20.77 | 763.00
042758 | 0.53 | 53.09 | 20.21 | 976.00
042808 | 1.88 | 48.18 | 23.33 | 819.00
042818 | 0.00 | 46.50 | 22.33 | 715.00
042828 | 0.00 | 54.23 | 21.42 | 819.00
042838 | 0.00 | 51.24 | 22.72 | 753.00
042848 | 0.00 | 47.83 | 23.03 | 756.00
042858 | 0.00 | 46.79 | 20.79 | 875.00
042908 | 0.00 | 48.57 | 21.69 | 778.00
042918 | 0.00 | 48.44 | 20.56 | 731.00
042928 | 2.16 | 50.98 | 23.50 | 994.00
042938 | 3.82 | 52.32 | 20.09 | 967.00
042948 | 4.64 | 50.78 | 22.94 | 820.00
042958 | 4.11 | 47.70 | 22.29 | 872.00
043008 | 4.01 | 47.37 | 21.09 | 843.00
043018 | 0.93 | 46.19 | 22.90 | 933.00
043028 | 0.71 | 54.41 | 22.22 | 885.00
043038 | 1.83 | 52.23 | 21.86 | 952.00
043048 | 3.01 | 50.84 | 20.86 | 705.00
043058 | 4.85 | 49.90 | 21.33 | 854.00
043108 | 3.97 | 46.19 | 22.70 | 707.00
043118 | 2.20 | 45.01 | 21.23 | 765.00
043128 | 2.16 | 47.37 | 23.61 | 804.00
043138 | 2.04 | 50.60 | 20.87 | 998.00
043148 | 1.19 | 52.97 | 21.54 | 917.00
043158 | 0.04 | 54.14 | 21.38 | 773.00
043208 | 0.00 | 49.30 | 23.10 | 846.00
043218 | 0.00 | 51.98 | 23.30 | 720.00
043228 | 0.00 | 49.45 | 23.05 | 872.00
043238 | 2.44 | 47.07 | 20.39 | 807.00
043248 | 4.13 | 48.07 | 21.56 | 702.00
043258 | 6.25 | 47.60 | 22.18 | 870.00
043308 | 7.55 | 46.86 | 22.42 | 939.00
043318 | 7.98 | 54.02 | 23.39 | 734.00
043328 | 8.49 | 45.06 | 23.16 | 922.00
043338 | 7.47 | 51.25 | 23.98 | 988.00
043348 | 8.81 | 49.80 | 20.40 | 979.00
043358 | 5.57 | 47.72 | 23.01 | 795.00
043408 | 4.22 | 49.66 | 21.34 | 735.00
043418 | 5.56 | 48.53 | 20.50 | 938.00
043428 | 3.60 | 52.51 | 23.09 | 780.00
043438 | 2.46 | 52.28 | 21.36 | 868.00
043448 | 0.00 | 54.31 | 23.76 | 921.00
043458 | 0.21 | 48.28 | 20.00 | 888.00
043508 | 0.00 | 45.57 | 20.20 | 811.00
043518 | 2.27 | 48.62 | 20.30 | 994.00
043528 | 2.08 | 48.40 | 22.61 | 809.00
043538 | 2.63 | 50.02 | 23.01 | 806.00
043548 | 2.76 | 51.52 | 21.40 | 823.00
043558 | 1.09 | 47.79 | 21.95 | 800.00
043608 | 3.16 | 47.16 | 22.74 | 879.00
043618 | 2.59 | 46.07 | 21.05 | 824.00
043628 | 0.61 | 50.72 | 21.52 | 706.00
043638 | 0.00 | 46.30 | 22.93 | 926.00
043648 | 0.66 | 46.76 | 20.15 | 883.00
043658 | 1.38 | 52.78 | 21.39 | 920.00
043708 | 0.00 | 49.13 | 20.14 | 753.00
043718 | 0.00 | 49.63 | 23.31 | 998.00
043728 | 0.26 | 53.99 | 23.89 | 992.00
043738 | 0.00 | 45.77 | 23.17 | 950.00
043748 | 0.00 | 46.11 | 20.44 | 726.00
043758 | 0.00 | 50.78 | 23.42 | 781.00
043808 | 0.00 | 47.59 | 23.39 | 766.00
043818 | 0.00 | 48.31 | 21.49 | 977.00
043828 | 0.00 | 53.24 | 23.07 | 822.00
043838 | 1.76 | 51.26 | 20.92 | 783.00
043848 | 0.00 | 48.12 | 23.63 | 723.00
043858 | 0.00 | 50.10 | 20.76 | 875.00
043908 | 0.00 | 45.20 | 22.55 | 760.00
043918 | 0.00 | 50.49 | 23.17 | 807.00
043928 | 0.00 | 45.18 | 23.86 | 848.00
043938 | 2.23 | 46.41 | 23.74 | 980.00
043948 | 1.70 | 49.69 | 20.70 | 983.00
043958 | 0.70 | 48.18 | 23.56 | 801.00
044008 | 1.24 | 54.01 | 20.26 | 798.00
044018 | 3.31 | 53.76 | 21.83 | 722.00
044028 | 2.53 | 46.09 | 23.80 | 842.00
044038 | 4.96 | 51.17 | 23.08 | 998.00
044048 | 5.29 | 48.26 | 22.33 | 821.00
044058 | 7.57 | 48.96 | 23.65 | 711.00
044108 | 4.72 | 52.28 | 21.27 | 802.00
044118 | 4.10 | 52.85 | 22.57 | 907.00
044128 | 6.53 | 52.08 | 22.03 | 994.00
044138 | 4.90 | 52.75 | 20.15 | 801.00
044148 | 7.14 | 54.54 | 23.98 | 727.00
044158 | 6.42 | 48.28 | 21.65 | 786.00
044208 | 3.28 | 52.76 | 23.99 | 992.00
044218 | 0.04 | 48.24 | 22.31 | 911.00
044228 | 1.52 | 48.12 | 20.03 | 741.00
044238 | 0.00 | 52.86 | 23.02 | 705.00
044248 | 0.00 | 54.38 | 22.87 | 768.00
044258 | 0.00 | 46.64 | 22.97 | 878.00
044308 | 0.00 | 45.12 | 22.08 | 872.00
044318 | 1.11 | 45.62 | 21.48 | 908.00
044328 | 0.00 | 54.43 | 23.29 | 710.00
044338 | 2.06 | 49.94 | 22.24 | 878.00
044348 | 2.34 | 51.84 | 20.32 | 977.00
044358 | 0.73 | 51.07 | 22.00 | 760.00
044408 | 0.37 | 47.39 | 23.92 | 862.00
044418 | 2.16 | 50.68 | 21.94 | 949.00
044428 | 2.15 | 49.92 | 23.86 | 714.00
044438 | 4.61 | 54.77 | 22.02 | 709.00
044448 | 4.12 | 54.10 | 20.87 | 758.00
044458 | 3.13 | 54.14 | 20.51 | 756.00
044508 | 2.38 | 54.38 | 21.34 | 912.00
044518 | 1.68 | 48.84 | 20.52 | 767.00
044528 | 0.00 | 50.97 | 23.78 | 804.00
044538 | 0.00 | 46.98 | 23.88 | 745.00
044548 | 0.00 | 46.94 | 20.75 | 723.00
044558 | 0.00 | 53.01 | 21.42 | 993.00
044608 | 0.75 | 50.69 | 20.16 | 780.00
044618 | 0.62 | 49.64 | 20.55 | 948.00
044628 | 3.02 | 54.68 | 20.36 | 766.00
044638 | 3.23 | 45.96 | 20.38 | 940.00
044648 | 0.98 | 54.91 | 21.57 | 784.00
044658 | 0.00 | 46.54 | 22.96 | 940.00
044708 | 0.01 | 52.84 | 20.55 | 701.00
044718 | 0.00 | 49.28 | 23.54 | 737.00
044728 | 2.24 | 49.72 | 20.14 | 845.00
044738 | 1.35 | 49.72 | 20.45 | 781.00
044748 | 3.63 | 45.14 | 22.12 | 772.00
044758 | 0.49 | 53.41 | 22.41 | 968.00
044808 | 2.14 | 46.94 | 21.77 | 860.00
044818 | 1.65 | 46.29 | 21.08 | 722.00
044828 | 0.00 | 46.92 | 23.00 | 928.00
044838 | 1.53 | 50.94 | 22.76 | 937.00
044848 | 1.70 | 47.52 | 21.78 | 761.00
044858 | 0.00 | 49.72 | 21.24 | 718.00
044908 | 0.00 | 54.11 | 21.21 | 718.00
044918 | 2.25 | 47.64 | 23.43 | 834.00
044928 | 0.40 | 48.78 | 22.87 | 746.00
044938 | 0.00 | 48.04 | 23.98 | 858.00
044948 | 0.00 | 46.06 | 22.61 | 892.00
044958 | 2.10 | 45.81 | 20.71 | 732.00
045008 | 1.37 | 53.76 | 22.68 | 704.00
045018 | 1.29 | 49.60 | 23.03 | 781.00
045028 | 0.00 | 51.25 | 20.13 | 894.00
045038 | 0.00 | 47.42 | 22.41 | 712.00
045048 | 2.26 | 49.05 | 20.89 | 772.00
045058 | 3.38 | 48.47 | 21.72 | 768.00
045108 | 1.56 | 52.65 | 21.98 | 850.00
045118 | 0.00 | 47.23 | 21.67 | 750.00
045128 | 0.00 | 47.67 | 23.37 | 817.00
045138 | 0.00 | 46.87 | 22.23 | 841.00
045148 | 0.00 | 54.16 | 22.93 | 745.00
045158 | 0.00 | 46.92 | 23.14 | 775.00
045208 | 0.00 | 54.54 | 23.65 | 822.00
045218 | 0.00 | 52.03 | 23.22 | 978.00
045228 | 0.00 | 50.01 | 23.82 | 805.00
045238 | 0.32 | 51.80 | 22.61 | 755.00
045248 | 0.05 | 45.36 | 21.92 | 791.00
045258 | 0.00 | 47.98 | 20.10 | 978.00
045308 | 0.00 | 46.92 | 21.01 | 940.00
045318 | 0.00 | 51.26 | 21.77 | 981.00
045328 | 0.00 | 53.84 | 20.98 | 993.00
045338 | 0.00 | 50.94 | 23.50 | 821.00
045348 | 0.00 | 52.48 | 23.09 | 801.00
045358 | 0.00 | 52.24 | 22.65 | 985.00
045408 | 1.24 | 48.78 | 22.22 | 840.00
045418 | 0.00 | 48.56 | 21.54 | 825.00
045428 | 0.00 | 54.08 | 21.02 | 806.00
045438 | 0.68 | 52.93 | 20.81 | 930.00
045448 | 0.00 | 49.63 | 20.79 | 918.00
045458 | 0.00 | 48.97 | 23.21 | 806.00
045508 | 0.00 | 49.70 | 21.32 | 861.00
045518 | 0.00 | 50.27 | 22.04 | 733.00
045528 | 0.00 | 48.69 | 22.54 | 735.00
045538 | 1.59 | 45.73 | 20.54 | 748.00
045548 | 0.00 | 45.72 | 21.52 | 881.00
045558 | 0.00 | 50.48 | 23.64 | 891.00
045608 | 0.83 | 48.73 | 21.97 | 774.00
045618 | 0.58 | 48.53 | 21.13 | 882.00
045628 | 0.00 | 47.09 | 22.51 | 735.00
045638 | 0.00 | 46.94 | 21.28 | 989.00
045648 | 0.00 | 47.07 | 23.86 | 837.00
045658 | 0.00 | 47.70 | 21.17 | 928.00
045708 | 0.00 | 52.06 | 22.22 | 901.00
045718 | 0.00 | 52.90 | 21.32 | 963.00
045728 | 0.00 | 51.26 | 20.29 | 734.00
045738 | 0.00 | 52.43 | 21.29 | 853.00
045748 | 0.00 | 47.21 | 22.92 | 916.00
045758 | 1.64 | 50.16 | 20.47 | 948.00
045808 | 1.70 | 46.56 | 22.51 | 776.00
045818 | 0.00 | 48.95 | 20.43 | 738.00
045828 | 1.01 | 48.30 | 22.48 | 703.00
045838 | 0.15 | 45.93 | 23.72 | 801.00
045848 | 0.00 | 52.91 | 20.15 | 854.00
045858 | 0.00 | 54.99 | 21.29 | 926.00
045908 | 0.00 | 49.03 | 23.78 | 758.00
045918 | 0.00 | 51.93 | 23.77 | 759.00
045928 | 0.00 | 47.13 | 20.57 | 746.00
045938 | 0.84 | 51.28 | 20.02 | 934.00
045948 | 0.00 | 53.17 | 22.99 | 828.00
045958 | 0.00 | 48.95 | 20.67 | 932.00
050008 | 0.54 | 46.70 | 22.24 | 707.00
050018 | 0.00 | 48.88 | 21.56 | 713.00
050028 | 0.00 | 54.61 | 21.54 | 988.00
050038 | 0.60 | 50.12 | 22.69 | 779.00
050048 | 0.00 | 52.71 | 20.62 | 909.00
050058 | 0.00 | 53.89 | 23.20 | 717.00
050108 | 0.62 | 46.84 | 21.25 | 845.00
050118 | 0.48 | 53.46 | 23.24 | 736.00
050128 | 0.00 | 53.25 | 22.29 | 890.00
050138 | 1.95 | 47.24 | 20.09 | 788.00
050148 | 2.48 | 45.37 | 22.57 | 910.00
050158 | 2.34 | 52.17 | 21.30 | 828.00
050208 | 4.52 | 52.93 | 20.31 | 749.00
050218 | 5.24 | 47.92 | 21.82 | 717.00
050228 | 6.63 | 46.64 | 20.66 | 737.00
050238 | 8.49 | 46.97 | 20.80 | 866.00
050248 | 10.51 | 50.94 | 20.60 | 779.00
050258 | 9.46 | 52.65 | 22.37 | 795.00
050308 | 10.37 | 52.43 | 22.83 | 733.00
050318 | 8.89 | 50.56 | 23.21 | 980.00
050328 | 8.51 | 47.71 | 23.29 | 894.00
050338 | 7.24 | 53.43 | 23.79 | 812.00
050348 | 4.11 | 51.35 | 21.99 | 815.00
050358 | 0.92 | 48.23 | 22.07 | 849.00
050408 | 0.00 | 49.97 | 23.70 | 799.00
050418 | 1.91 | 47.30 | 21.08 | 763.00
050428 | 0.52 | 48.20 | 21.61 | 969.00
050438 | 0.00 | 52.58 | 21.04 | 948.00
050448 | 0.00 | 54.88 | 20.02 | 718.00
050458 | 1.22 | 49.41 | 20.01 | 985.00
050508 | 0.88 | 47.36 | 23.10 | 851.00
050518 | 0.87 | 52.59 | 21.65 | 963.00
050528 | 0.85 | 46.71 | 23.94 | 741.00
050538 | 0.00 | 51.09 | 21.30 | 942.00
050548 | 0.00 | 48.62 | 23.81 | 805.00
050558 | 0.00 | 49.01 | 22.53 | 908.00
050608 | 0.00 | 53.50 | 20.89 | 979.00
050618 | 0.02 | 49.85 | 22.89 | 881.00
050628 | 0.00 | 52.62 | 21.40 | 948.00
050638 | 0.00 | 48.56 | 22.28 | 803.00
050648 | 0.00 | 47.27 | 20.11 | 743.00
050658 | 0.35 | 46.92 | 23.75 | 994.00
050708 | 1.96 | 48.30 | 21.70 | 714.00
050718 | 1.94 | 49.45 | 20.00 | 714.00
050728 | 3.46 | 48.10 | 21.35 | 755.00
050738 | 5.54 | 51.14 | 21.75 | 721.00
050748 | 2.66 | 46.58 | 23.18 | 789.00
050758 | 1.09 | 49.18 | 20.51 | 778.00
050808 | 0.00 | 51.89 | 23.06 | 805.00
050818 | 1.77 | 54.91 | 23.73 | 903.00
050828 | 2.01 | 53.02 | 20.82 | 876.00
050838 | 3.59 | 53.81 | 23.08 | 774.00
050848 | 3.50 | 51.56 | 23.34 | 792.00
050858 | 0.34 | 49.21 | 21.08 | 871.00
050908 | 0.00 | 47.01 | 20.23 | 835.00
050918 | 0.00 | 54.38 | 23.78 | 895.00
050928 | 1.36 | 53.80 | 23.47 | 821.00
050938 | 3.31 | 49.88 | 20.53 | 967.00
050948 | 1.50 | 46.70 | 22.91 | 825.00
050958 | 3.51 | 52.66 | 23.67 | 784.00
051008 | 0.21 | 46.74 | 22.72 | 868.00
051018 | 2.62 | 46.51 | 20.85 | 792.00
051028 | 4.62 | 46.98 | 23.78 | 749.00
051038 | 4.08 | 52.95 | 20.64 | 832.00
051048 | 0.65 | 49.33 | 23.49 | 746.00
051058 | 0.00 | 48.73 | 20.77 | 706.00
051108 | 0.00 | 52.37 | 20.47 | 739.00
051118 | 0.00 | 51.13 | 22.94 | 966.00
051128 | 2.11 | 49.69 | 21.14 | 740.00
051138 | 0.00 | 52.09 | 23.09 | 810.00
051148 | 0.00 | 47.93 | 22.36 | 892.00
051158 | 0.07 | 45.22 | 22.32 | 892.00
051208 | 1.16 | 48.01 | 23.68 | 911.00
051218 | 2.15 | 47.06 | 20.38 | 792.00
051228 | 0.99 | 49.30 | 21.90 | 940.00
051238 | 3.28 | 53.77 | 23.32 | 931.00
051248 | 5.22 | 49.49 | 21.82 | 832.00
051258 | 5.63 | 50.28 | 21.75 | 969.00
051308 | 6.27 | 46.91 | 23.45 | 795.00
051318 | 7.76 | 50.12 | 23.10 | 806.00
051328 | 9.09 | 54.05 | 20.87 | 782.00
051338 | 11.40 | 46.82 | 22.93 | 778.00
051348 | 9.40 | 50.75 | 23.80 | 763.00
